date,sunrise_start,sunrise_end,sunset_start,sunset_end,duration_minutes
2022-06-10T00:00:00+02:00,2022-06-10T04:44:00+02:00,2022-06-10T05:30:00+02:00,2022-06-10T22:40:00+02:00,2022-06-10T21:55:00+02:00,46
2022-06-11T00:00:00+02:00,2022-06-11T04:44:00+02:00,2022-06-11T05:29:00+02:00,2022-06-11T22:41:00+02:00,2022-06-11T21:55:00+02:00,46
2022-06-12T00:00:00+02:00,2022-06-12T04:43:00+02:00,2022-06-12T05:29:00+02:00,2022-06-12T22:42:00+02:00,2022-06-12T21:56:00+02:00,46
2022-06-13T00:00:00+02:00,2022-06-13T04:43:00+02:00,2022-06-13T05:29:00+02:00,2022-06-13T22:43:00+02:00,2022-06-13T21:57:00+02:00,46
2022-06-14T00:00:00+02:00,2022-06-14T04:43:00+02:00,2022-06-14T05:29:00+02:00,2022-06-14T22:43:00+02:00,2022-06-14T21:57:00+02:00,46
2022-06-15T00:00:00+02:00,2022-06-15T04:43:00+02:00,2022-06-15T05:29:00+02:00,2022-06-15T22:44:00+02:00,2022-06-15T21:58:00+02:00,46
2022-06-16T00:00:00+02:00,2022-06-16T04:43:00+02:00,2022-06-16T05:29:00+02:00,2022-06-16T22:44:00+02:00,2022-06-16T21:58:00+02:00,46
2022-06-17T00:00:00+02:00,2022-06-17T04:42:00+02:00,2022-06-17T05:29:00+02:00,2022-06-17T22:45:00+02:00,2022-06-17T21:59:00+02:00,46
2022-06-18T00:00:00+02:00,2022-06-18T04:42:00+02:00,2022-06-18T05:29:00+02:00,2022-06-18T22:45:00+02:00,2022-06-18T21:59:00+02:00,46
2022-06-19T00:00:00+02:00,2022-06-19T04:43:00+02:00,2022-06-19T05:29:00+02:00,2022-06-19T22:45:00+02:00,2022-06-19T21:59:00+02:00,46
2022-06-20T00:00:00+02:00,2022-06-20T04:43:00+02:00,2022-06-20T05:29:00+02:00,2022-06-20T22:46:00+02:00,2022-06-20T21:59:00+02:00,46
2022-06-21T00:00:00+02:00,2022-06-21T04:43:00+02:00,2022-06-21T05:29:00+02:00,2022-06-21T22:46:00+02:00,2022-06-21T22:00:00+02:00,46
2022-06-22T00:00:00+02:00,2022-06-22T04:43:00+02:00,2022-06-22T05:29:00+02:00,2022-06-22T22:46:00+02:00,2022-06-22T22:00:00+02:00,46
2022-06-23T00:00:00+02:00,2022-06-23T04:43:00+02:00,2022-06-23T05:30:00+02:00,2022-06-23T22:46:00+02:00,2022-06-23T22:00:00+02:00,46
2022-06-24T00:00:00+02:00,2022-06-24T04:44:00+02:00,2022-06-24T05:30:00+02:00,2022-06-24T22:46:00+02:00,2022-06-24T22:00:00+02:00,46
2022-06-25T00:00:00+02:00,2022-06-25T04:44:00+02:00,2022-06-25T05:30:00+02:00,2022-06-25T22:46:00+02:00,2022-06-25T22:00:00+02:00,46
2022-06-26T00:00:00+02:00,2022-06-26T04:45:00+02:00,2022-06-26T05:31:00+02:00,2022-06-26T22:46:00+02:00,2022-06-26T22:00:00+02:00,46
2022-06-27T00:00:00+02:00,2022-06-27T04:45:00+02:00,2022-06-27T05:31:00+02:00,2022-06-27T22:46:00+02:00,2022-06-27T22:00:00+02:00,46
2022-06-28T00:00:00+02:00,2022-06-28T04:46:00+02:00,2022-06-28T05:32:00+02:00,2022-06-28T22:46:00+02:00,2022-06-28T22:00:00+02:00,46
2022-06-29T00:00:00+02:00,2022-06-29T04:46:00+02:00,2022-06-29T05:32:00+02:00,2022-06-29T22:46:00+02:00,2022-06-29T22:00:00+02:00,46
2022-06-30T00:00:00+02:00,2022-06-30T04:47:00+02:00,2022-06-30T05:33:00+02:00,2022-06-30T22:45:00+02:00,2022-06-30T21:59:00+02:00,46
2022-07-01T00:00:00+02:00,2022-07-01T04:48:00+02:00,2022-07-01T05:33:00+02:00,2022-07-01T22:45:00+02:00,2022-07-01T21:59:00+02:00,46
2022-07-02T00:00:00+02:00,2022-07-02T04:49:00+02:00,2022-07-02T05:34:00+02:00,2022-07-02T22:44:00+02:00,2022-07-02T21:59:00+02:00,45
2022-07-03T00:00:00+02:00,2022-07-03T04:49:00+02:00,2022-07-03T05:35:00+02:00,2022-07-03T22:44:00+02:00,2022-07-03T21:58:00+02:00,45
2022-07-04T00:00:00+02:00,2022-07-04T04:50:00+02:00,2022-07-04T05:36:00+02:00,2022-07-04T22:43:00+02:00,2022-07-04T21:58:00+02:00,45
2022-07-05T00:00:00+02:00,2022-07-05T04:51:00+02:00,2022-07-05T05:36:00+02:00,2022-07-05T22:43:00+02:00,2022-07-05T21:58:00+02:00,45
2022-07-06T00:00:00+02:00,2022-07-06T04:52:00+02:00,2022-07-06T05:37:00+02:00,2022-07-06T22:42:00+02:00,2022-07-06T21:57:00+02:00,45
2022-07-07T00:00:00+02:00,2022-07-07T04:53:00+02:00,2022-07-07T05:38:00+02:00,2022-07-07T22:41:00+02:00,2022-07-07T21:56:00+02:00,45
2022-07-08T00:00:00+02:00,2022-07-08T04:54:00+02:00,2022-07-08T05:39:00+02:00,2022-07-08T22:40:00+02:00,2022-07-08T21:56:00+02:00,45
2022-07-09T00:00:00+02:00,2022-07-09T04:55:00+02:00,2022-07-09T05:40:00+02:00,2022-07-09T22:40:00+02:00,2022-07-09T21:55:00+02:00,44
2022-07-10T00:00:00+02:00,2022-07-10T04:57:00+02:00,2022-07-10T05:41:00+02:00,2022-07-10T22:39:00+02:00,2022-07-10T21:54:00+02:00,44
2022-07-11T00:00:00+02:00,2022-07-11T04:58:00+02:00,2022-07-11T05:42:00+02:00,2022-07-11T22:38:00+02:00,2022-07-11T21:54:00+02:00,44
2022-07-12T00:00:00+02:00,2022-07-12T04:59:00+02:00,2022-07-12T05:43:00+02:00,2022-07-12T22:37:00+02:00,2022-07-12T21:53:00+02:00,44
2022-07-13T00:00:00+02:00,2022-07-13T05:00:00+02:00,2022-07-13T05:44:00+02:00,2022-07-13T22:36:00+02:00,2022-07-13T21:52:00+02:00,44
2022-07-14T00:00:00+02:00,2022-07-14T05:02:00+02:00,2022-07-14T05:45:00+02:00,2022-07-14T22:35:00+02:00,2022-07-14T21:51:00+02:00,43
2022-07-15T00:00:00+02:00,2022-07-15T05:03:00+02:00,2022-07-15T05:46:00+02:00,2022-07-15T22:33:00+02:00,2022-07-15T21:50:00+02:00,43
2022-07-16T00:00:00+02:00,2022-07-16T05:04:00+02:00,2022-07-16T05:47:00+02:00,2022-07-16T22:32:00+02:00,2022-07-16T21:49:00+02:00,43
2022-07-17T00:00:00+02:00,2022-07-17T05:06:00+02:00,2022-07-17T05:49:00+02:00,2022-07-17T22:31:00+02:00,2022-07-17T21:48:00+02:00,43
2022-07-18T00:00:00+02:00,2022-07-18T05:07:00+02:00,2022-07-18T05:50:00+02:00,2022-07-18T22:30:00+02:00,2022-07-18T21:47:00+02:00,43
2022-07-19T00:00:00+02:00,2022-07-19T05:08:00+02:00,2022-07-19T05:51:00+02:00,2022-07-19T22:28:00+02:00,2022-07-19T21:46:00+02:00,42
2022-07-20T00:00:00+02:00,2022-07-20T05:10:00+02:00,2022-07-20T05:52:00+02:00,2022-07-20T22:27:00+02:00,2022-07-20T21:45:00+02:00,42
2022-07-21T00:00:00+02:00,2022-07-21T05:11:00+02:00,2022-07-21T05:54:00+02:00,2022-07-21T22:26:00+02:00,2022-07-21T21:44:00+02:00,42
2022-07-22T00:00:00+02:00,2022-07-22T05:13:00+02:00,2022-07-22T05:55:00+02:00,2022-07-22T22:24:00+02:00,2022-07-22T21:42:00+02:00,42
2022-07-23T00:00:00+02:00,2022-07-23T05:15:00+02:00,2022-07-23T05:56:00+02:00,2022-07-23T22:23:00+02:00,2022-07-23T21:41:00+02:00,41
2022-07-24T00:00:00+02:00,2022-07-24T05:16:00+02:00,2022-07-24T05:58:00+02:00,2022-07-24T22:21:00+02:00,2022-07-24T21:40:00+02:00,41
2022-07-25T00:00:00+02:00,2022-07-25T05:18:00+02:00,2022-07-25T05:59:00+02:00,2022-07-25T22:19:00+02:00,2022-07-25T21:38:00+02:00,41
2022-07-26T00:00:00+02:00,2022-07-26T05:19:00+02:00,2022-07-26T06:00:00+02:00,2022-07-26T22:18:00+02:00,2022-07-26T21:37:00+02:00,41
2022-07-27T00:00:00+02:00,2022-07-27T05:21:00+02:00,2022-07-27T06:02:00+02:00,2022-07-27T22:16:00+02:00,2022-07-27T21:36:00+02:00,41
2022-07-28T00:00:00+02:00,2022-07-28T05:22:00+02:00,2022-07-28T06:03:00+02:00,2022-07-28T22:15:00+02:00,2022-07-28T21:34:00+02:00,40
2022-07-29T00:00:00+02:00,2022-07-29T05:24:00+02:00,2022-07-29T06:05:00+02:00,2022-07-29T22:13:00+02:00,2022-07-29T21:33:00+02:00,40
2022-07-30T00:00:00+02:00,2022-07-30T05:26:00+02:00,2022-07-30T06:06:00+02:00,2022-07-30T22:11:00+02:00,2022-07-30T21:31:00+02:00,40
2022-07-31T00:00:00+02:00,2022-07-31T05:27:00+02:00,2022-07-31T06:07:00+02:00,2022-07-31T22:09:00+02:00,2022-07-31T21:30:00+02:00,40
2022-08-01T00:00:00+02:00,2022-08-01T05:29:00+02:00,2022-08-01T06:09:00+02:00,2022-08-01T22:08:00+02:00,2022-08-01T21:28:00+02:00,39
2022-08-02T00:00:00+02:00,2022-08-02T05:31:00+02:00,2022-08-02T06:10:00+02:00,2022-08-02T22:06:00+02:00,2022-08-02T21:26:00+02:00,39
2022-08-03T00:00:00+02:00,2022-08-03T05:32:00+02:00,2022-08-03T06:12:00+02:00,2022-08-03T22:04:00+02:00,2022-08-03T21:25:00+02:00,39
2022-08-04T00:00:00+02:00,2022-08-04T05:34:00+02:00,2022-08-04T06:13:00+02:00,2022-08-04T22:02:00+02:00,2022-08-04T21:23:00+02:00,39
2022-08-05T00:00:00+02:00,2022-08-05T05:36:00+02:00,2022-08-05T06:15:00+02:00,2022-08-05T22:00:00+02:00,2022-08-05T21:21:00+02:00,39
2022-08-06T00:00:00+02:00,2022-08-06T05:38:00+02:00,2022-08-06T06:16:00+02:00,2022-08-06T21:58:00+02:00,2022-08-06T21:20:00+02:00,38
2022-08-07T00:00:00+02:00,2022-08-07T05:39:00+02:00,2022-08-07T06:18:00+02:00,2022-08-07T21:56:00+02:00,2022-08-07T21:18:00+02:00,38
2022-08-08T00:00:00+02:00,2022-08-08T05:41:00+02:00,2022-08-08T06:19:00+02:00,2022-08-08T21:54:00+02:00,2022-08-08T21:16:00+02:00,38
2022-08-09T00:00:00+02:00,2022-08-09T05:43:00+02:00,2022-08-09T06:21:00+02:00,2022-08-09T21:52:00+02:00,2022-08-09T21:14:00+02:00,38
2022-08-10T00:00:00+02:00,2022-08-10T05:44:00+02:00,2022-08-10T06:22:00+02:00,2022-08-10T21:50:00+02:00,2022-08-10T21:13:00+02:00,38
2022-08-11T00:00:00+02:00,2022-08-11T05:46:00+02:00,2022-08-11T06:24:00+02:00,2022-08-11T21:48:00+02:00,2022-08-11T21:11:00+02:00,37
2022-08-12T00:00:00+02:00,2022-08-12T05:48:00+02:00,2022-08-12T06:25:00+02:00,2022-08-12T21:46:00+02:00,2022-08-12T21:09:00+02:00,37
2022-08-13T00:00:00+02:00,2022-08-13T05:50:00+02:00,2022-08-13T06:27:00+02:00,2022-08-13T21:44:00+02:00,2022-08-13T21:07:00+02:00,37
2022-08-14T00:00:00+02:00,2022-08-14T05:51:00+02:00,2022-08-14T06:28:00+02:00,2022-08-14T21:42:00+02:00,2022-08-14T21:05:00+02:00,37
2022-08-15T00:00:00+02:00,2022-08-15T05:53:00+02:00,2022-08-15T06:30:00+02:00,2022-08-15T21:40:00+02:00,2022-08-15T21:03:00+02:00,37
2022-08-16T00:00:00+02:00,2022-08-16T05:55:00+02:00,2022-08-16T06:31:00+02:00,2022-08-16T21:38:00+02:00,2022-08-16T21:01:00+02:00,36
2022-08-17T00:00:00+02:00,2022-08-17T05:56:00+02:00,2022-08-17T06:33:00+02:00,2022-08-17T21:36:00+02:00,2022-08-17T20:59:00+02:00,36
2022-08-18T00:00:00+02:00,2022-08-18T05:58:00+02:00,2022-08-18T06:34:00+02:00,2022-08-18T21:33:00+02:00,2022-08-18T20:57:00+02:00,36
2022-08-19T00:00:00+02:00,2022-08-19T06:00:00+02:00,2022-08-19T06:36:00+02:00,2022-08-19T21:31:00+02:00,2022-08-19T20:55:00+02:00,36
2022-08-20T00:00:00+02:00,2022-08-20T06:02:00+02:00,2022-08-20T06:38:00+02:00,2022-08-20T21:29:00+02:00,2022-08-20T20:53:00+02:00,36
2022-08-21T00:00:00+02:00,2022-08-21T06:03:00+02:00,2022-08-21T06:39:00+02:00,2022-08-21T21:27:00+02:00,2022-08-21T20:51:00+02:00,36
2022-08-22T00:00:00+02:00,2022-08-22T06:05:00+02:00,2022-08-22T06:41:00+02:00,2022-08-22T21:25:00+02:00,2022-08-22T20:49:00+02:00,36
2022-08-23T00:00:00+02:00,2022-08-23T06:07:00+02:00,2022-08-23T06:42:00+02:00,2022-08-23T21:23:00+02:00,2022-08-23T20:47:00+02:00,35
2022-08-24T00:00:00+02:00,2022-08-24T06:08:00+02:00,2022-08-24T06:44:00+02:00,2022-08-24T21:20:00+02:00,2022-08-24T20:45:00+02:00,35
2022-08-25T00:00:00+02:00,2022-08-25T06:10:00+02:00,2022-08-25T06:45:00+02:00,2022-08-25T21:18:00+02:00,2022-08-25T20:43:00+02:00,35
2022-08-26T00:00:00+02:00,2022-08-26T06:12:00+02:00,2022-08-26T06:47:00+02:00,2022-08-26T21:16:00+02:00,2022-08-26T20:41:00+02:00,35
2022-08-27T00:00:00+02:00,2022-08-27T06:13:00+02:00,2022-08-27T06:48:00+02:00,2022-08-27T21:14:00+02:00,2022-08-27T20:39:00+02:00,35
2022-08-28T00:00:00+02:00,2022-08-28T06:15:00+02:00,2022-08-28T06:50:00+02:00,2022-08-28T21:11:00+02:00,2022-08-28T20:37:00+02:00,35
2022-08-29T00:00:00+02:00,2022-08-29T06:17:00+02:00,2022-08-29T06:51:00+02:00,2022-08-29T21:09:00+02:00,2022-08-29T20:35:00+02:00,35
2022-08-30T00:00:00+02:00,2022-08-30T06:18:00+02:00,2022-08-30T06:53:00+02:00,2022-08-30T21:07:00+02:00,2022-08-30T20:32:00+02:00,34
2022-08-31T00:00:00+02:00,2022-08-31T06:20:00+02:00,2022-08-31T06:55:00+02:00,2022-08-31T21:05:00+02:00,2022-08-31T20:30:00+02:00,34
2022-09-01T00:00:00+02:00,2022-09-01T06:22:00+02:00,2022-09-01T06:56:00+02:00,2022-09-01T21:02:00+02:00,2022-09-01T20:28:00+02:00,34
2022-09-02T00:00:00+02:00,2022-09-02T06:23:00+02:00,2022-09-02T06:58:00+02:00,2022-09-02T21:00:00+02:00,2022-09-02T20:26:00+02:00,34
2022-09-03T00:00:00+02:00,2022-09-03T06:25:00+02:00,2022-09-03T06:59:00+02:00,2022-09-03T20:58:00+02:00,2022-09-03T20:24:00+02:00,34
2022-09-04T00:00:00+02:00,2022-09-04T06:27:00+02:00,2022-09-04T07:01:00+02:00,2022-09-04T20:55:00+02:00,2022-09-04T20:21:00+02:00,34
2022-09-05T00:00:00+02:00,2022-09-05T06:28:00+02:00,2022-09-05T07:02:00+02:00,2022-09-05T20:53:00+02:00,2022-09-05T20:19:00+02:00,34
2022-09-06T00:00:00+02:00,2022-09-06T06:30:00+02:00,2022-09-06T07:04:00+02:00,2022-09-06T20:51:00+02:00,2022-09-06T20:17:00+02:00,34
2022-09-07T00:00:00+02:00,2022-09-07T06:32:00+02:00,2022-09-07T07:05:00+02:00,2022-09-07T20:48:00+02:00,2022-09-07T20:15:00+02:00,34
2022-09-08T00:00:00+02:00,2022-09-08T06:33:00+02:00,2022-09-08T07:07:00+02:00,2022-09-08T20:46:00+02:00,2022-09-08T20:13:00+02:00,34
2022-09-09T00:00:00+02:00,2022-09-09T06:35:00+02:00,2022-09-09T07:08:00+02:00,2022-09-09T20:44:00+02:00,2022-09-09T20:10:00+02:00,33
2022-09-10T00:00:00+02:00,2022-09-10T06:37:00+02:00,2022-09-10T07:10:00+02:00,2022-09-10T20:41:00+02:00,2022-09-10T20:08:00+02:00,33
2022-09-11T00:00:00+02:00,2022-09-11T06:38:00+02:00,2022-09-11T07:12:00+02:00,2022-09-11T20:39:00+02:00,2022-09-11T20:06:00+02:00,33
2022-09-12T00:00:00+02:00,2022-09-12T06:40:00+02:00,2022-09-12T07:13:00+02:00,2022-09-12T20:37:00+02:00,2022-09-12T20:04:00+02:00,33
2022-09-13T00:00:00+02:00,2022-09-13T06:41:00+02:00,2022-09-13T07:15:00+02:00,2022-09-13T20:35:00+02:00,2022-09-13T20:01:00+02:00,33
2022-09-14T00:00:00+02:00,2022-09-14T06:43:00+02:00,2022-09-14T07:16:00+02:00,2022-09-14T20:32:00+02:00,2022-09-14T19:59:00+02:00,33
2022-09-15T00:00:00+02:00,2022-09-15T06:45:00+02:00,2022-09-15T07:18:00+02:00,2022-09-15T20:30:00+02:00,2022-09-15T19:57:00+02:00,33
2022-09-16T00:00:00+02:00,2022-09-16T06:46:00+02:00,2022-09-16T07:19:00+02:00,2022-09-16T20:28:00+02:00,2022-09-16T19:55:00+02:00,33
2022-09-17T00:00:00+02:00,2022-09-17T06:48:00+02:00,2022-09-17T07:21:00+02:00,2022-09-17T20:25:00+02:00,2022-09-17T19:52:00+02:00,33
2022-09-18T00:00:00+02:00,2022-09-18T06:49:00+02:00,2022-09-18T07:22:00+02:00,2022-09-18T20:23:00+02:00,2022-09-18T19:50:00+02:00,33
2022-09-19T00:00:00+02:00,2022-09-19T06:51:00+02:00,2022-09-19T07:24:00+02:00,2022-09-19T20:21:00+02:00,2022-09-19T19:48:00+02:00,33
2022-09-20T00:00:00+02:00,2022-09-20T06:53:00+02:00,2022-09-20T07:25:00+02:00,2022-09-20T20:18:00+02:00,2022-09-20T19:46:00+02:00,33
2022-09-21T00:00:00+02:00,2022-09-21T06:54:00+02:00,2022-09-21T07:27:00+02:00,2022-09-21T20:16:00+02:00,2022-09-21T19:43:00+02:00,33
2022-09-22T00:00:00+02:00,2022-09-22T06:56:00+02:00,2022-09-22T07:29:00+02:00,2022-09-22T20:14:00+02:00,2022-09-22T19:41:00+02:00,33
2022-09-23T00:00:00+02:00,2022-09-23T06:57:00+02:00,2022-09-23T07:30:00+02:00,2022-09-23T20:12:00+02:00,2022-09-23T19:39:00+02:00,33
2022-09-24T00:00:00+02:00,2022-09-24T06:59:00+02:00,2022-09-24T07:32:00+02:00,2022-09-24T20:09:00+02:00,2022-09-24T19:37:00+02:00,33
2022-09-25T00:00:00+02:00,2022-09-25T07:00:00+02:00,2022-09-25T07:33:00+02:00,2022-09-25T20:07:00+02:00,2022-09-25T19:34:00+02:00,33
2022-09-26T00:00:00+02:00,2022-09-26T07:02:00+02:00,2022-09-26T07:35:00+02:00,2022-09-26T20:05:00+02:00,2022-09-26T19:32:00+02:00,33
2022-09-27T00:00:00+02:00,2022-09-27T07:04:00+02:00,2022-09-27T07:36:00+02:00,2022-09-27T20:02:00+02:00,2022-09-27T19:30:00+02:00,33
2022-09-28T00:00:00+02:00,2022-09-28T07:05:00+02:00,2022-09-28T07:38:00+02:00,2022-09-28T20:00:00+02:00,2022-09-28T19:28:00+02:00,33
2022-09-29T00:00:00+02:00,2022-09-29T07:07:00+02:00,2022-09-29T07:40:00+02:00,2022-09-29T19:58:00+02:00,2022-09-29T19:25:00+02:00,33
2022-09-30T00:00:00+02:00,2022-09-30T07:08:00+02:00,2022-09-30T07:41:00+02:00,2022-09-30T19:56:00+02:00,2022-09-30T19:23:00+02:00,33
2022-10-01T00:00:00+02:00,2022-10-01T07:10:00+02:00,2022-10-01T07:43:00+02:00,2022-10-01T19:54:00+02:00,2022-10-01T19:21:00+02:00,33
2022-10-02T00:00:00+02:00,2022-10-02T07:12:00+02:00,2022-10-02T07:44:00+02:00,2022-10-02T19:51:00+02:00,2022-10-02T19:19:00+02:00,33
2022-10-03T00:00:00+02:00,2022-10-03T07:13:00+02:00,2022-10-03T07:46:00+02:00,2022-10-03T19:49:00+02:00,2022-10-03T19:16:00+02:00,33
2022-10-04T00:00:00+02:00,2022-10-04T07:15:00+02:00,2022-10-04T07:47:00+02:00,2022-10-04T19:47:00+02:00,2022-10-04T19:14:00+02:00,33
2022-10-05T00:00:00+02:00,2022-10-05T07:16:00+02:00,2022-10-05T07:49:00+02:00,2022-10-05T19:45:00+02:00,2022-10-05T19:12:00+02:00,33
2022-10-06T00:00:00+02:00,2022-10-06T07:18:00+02:00,2022-10-06T07:51:00+02:00,2022-10-06T19:43:00+02:00,2022-10-06T19:10:00+02:00,33
2022-10-07T00:00:00+02:00,2022-10-07T07:19:00+02:00,2022-10-07T07:52:00+02:00,2022-10-07T19:40:00+02:00,2022-10-07T19:08:00+02:00,33
2022-10-08T00:00:00+02:00,2022-10-08T07:21:00+02:00,2022-10-08T07:54:00+02:00,2022-10-08T19:38:00+02:00,2022-10-08T19:05:00+02:00,33
2022-10-09T00:00:00+02:00,2022-10-09T07:23:00+02:00,2022-10-09T07:56:00+02:00,2022-10-09T19:36:00+02:00,2022-10-09T19:03:00+02:00,33
2022-10-10T00:00:00+02:00,2022-10-10T07:24:00+02:00,2022-10-10T07:57:00+02:00,2022-10-10T19:34:00+02:00,2022-10-10T19:01:00+02:00,33
2022-10-11T00:00:00+02:00,2022-10-11T07:26:00+02:00,2022-10-11T07:59:00+02:00,2022-10-11T19:32:00+02:00,2022-10-11T18:59:00+02:00,33
2022-10-12T00:00:00+02:00,2022-10-12T07:27:00+02:00,2022-10-12T08:00:00+02:00,2022-10-12T19:30:00+02:00,2022-10-12T18:57:00+02:00,33
2022-10-13T00:00:00+02:00,2022-10-13T07:29:00+02:00,2022-10-13T08:02:00+02:00,2022-10-13T19:28:00+02:00,2022-10-13T18:55:00+02:00,33
2022-10-14T00:00:00+02:00,2022-10-14T07:31:00+02:00,2022-10-14T08:04:00+02:00,2022-10-14T19:26:00+02:00,2022-10-14T18:53:00+02:00,33
2022-10-15T00:00:00+02:00,2022-10-15T07:32:00+02:00,2022-10-15T08:05:00+02:00,2022-10-15T19:24:00+02:00,2022-10-15T18:51:00+02:00,33
2022-10-16T00:00:00+02:00,2022-10-16T07:34:00+02:00,2022-10-16T08:07:00+02:00,2022-10-16T19:22:00+02:00,2022-10-16T18:48:00+02:00,33
2022-10-17T00:00:00+02:00,2022-10-17T07:35:00+02:00,2022-10-17T08:09:00+02:00,2022-10-17T19:20:00+02:00,2022-10-17T18:46:00+02:00,33
2022-10-18T00:00:00+02:00,2022-10-18T07:37:00+02:00,2022-10-18T08:10:00+02:00,2022-10-18T19:18:00+02:00,2022-10-18T18:44:00+02:00,33
2022-10-19T00:00:00+02:00,2022-10-19T07:39:00+02:00,2022-10-19T08:12:00+02:00,2022-10-19T19:16:00+02:00,2022-10-19T18:42:00+02:00,33
2022-10-20T00:00:00+02:00,2022-10-20T07:40:00+02:00,2022-10-20T08:14:00+02:00,2022-10-20T19:14:00+02:00,2022-10-20T18:40:00+02:00,33
2022-10-21T00:00:00+02:00,2022-10-21T07:42:00+02:00,2022-10-21T08:15:00+02:00,2022-10-21T19:12:00+02:00,2022-10-21T18:38:00+02:00,34
2022-10-22T00:00:00+02:00,2022-10-22T07:43:00+02:00,2022-10-22T08:17:00+02:00,2022-10-22T19:10:00+02:00,2022-10-22T18:36:00+02:00,34
2022-10-23T00:00:00+02:00,2022-10-23T07:45:00+02:00,2022-10-23T08:19:00+02:00,2022-10-23T19:08:00+02:00,2022-10-23T18:34:00+02:00,34
2022-10-24T00:00:00+02:00,2022-10-24T07:47:00+02:00,2022-10-24T08:20:00+02:00,2022-10-24T19:06:00+02:00,2022-10-24T18:32:00+02:00,34
2022-10-25T00:00:00+02:00,2022-10-25T07:48:00+02:00,2022-10-25T08:22:00+02:00,2022-10-25T19:04:00+02:00,2022-10-25T18:30:00+02:00,34
2022-10-26T00:00:00+02:00,2022-10-26T07:50:00+02:00,2022-10-26T08:24:00+02:00,2022-10-26T19:02:00+02:00,2022-10-26T18:29:00+02:00,34
2022-10-27T00:00:00+02:00,2022-10-27T07:51:00+02:00,2022-10-27T08:26:00+02:00,2022-10-27T19:01:00+02:00,2022-10-27T18:27:00+02:00,34
2022-10-28T00:00:00+02:00,2022-10-28T07:53:00+02:00,2022-10-28T08:27:00+02:00,2022-10-28T18:59:00+02:00,2022-10-28T18:25:00+02:00,34
2022-10-29T00:00:00+02:00,2022-10-29T07:55:00+02:00,2022-10-29T08:29:00+02:00,2022-10-29T18:57:00+02:00,2022-10-29T18:23:00+02:00,34
2022-10-30T00:00:00+02:00,2022-10-30T06:56:00+01:00,2022-10-30T07:31:00+01:00,2022-10-30T17:55:00+01:00,2022-10-30T17:21:00+01:00,34
2022-10-31T00:00:00+01:00,2022-10-31T06:58:00+01:00,2022-10-31T07:32:00+01:00,2022-10-31T17:54:00+01:00,2022-10-31T17:19:00+01:00,34
2022-11-01T00:00:00+01:00,2022-11-01T06:59:00+01:00,2022-11-01T07:34:00+01:00,2022-11-01T17:52:00+01:00,2022-11-01T17:18:00+01:00,35
2022-11-02T00:00:00+01:00,2022-11-02T07:01:00+01:00,2022-11-02T07:36:00+01:00,2022-11-02T17:50:00+01:00,2022-11-02T17:16:00+01:00,35
2022-11-03T00:00:00+01:00,2022-11-03T07:03:00+01:00,2022-11-03T07:37:00+01:00,2022-11-03T17:49:00+01:00,2022-11-03T17:14:00+01:00,35
2022-11-04T00:00:00+01:00,2022-11-04T07:04:00+01:00,2022-11-04T07:39:00+01:00,2022-11-04T17:47:00+01:00,2022-11-04T17:12:00+01:00,35
2022-11-05T00:00:00+01:00,2022-11-05T07:06:00+01:00,2022-11-05T07:41:00+01:00,2022-11-05T17:46:00+01:00,2022-11-05T17:11:00+01:00,35
2022-11-06T00:00:00+01:00,2022-11-06T07:07:00+01:00,2022-11-06T07:43:00+01:00,2022-11-06T17:44:00+01:00,2022-11-06T17:09:00+01:00,35
2022-11-07T00:00:00+01:00,2022-11-07T07:09:00+01:00,2022-11-07T07:44:00+01:00,2022-11-07T17:43:00+01:00,2022-11-07T17:07:00+01:00,35
2022-11-08T00:00:00+01:00,2022-11-08T07:11:00+01:00,2022-11-08T07:46:00+01:00,2022-11-08T17:41:00+01:00,2022-11-08T17:06:00+01:00,35
2022-11-09T00:00:00+01:00,2022-11-09T07:12:00+01:00,2022-11-09T07:48:00+01:00,2022-11-09T17:40:00+01:00,2022-11-09T17:04:00+01:00,36
2022-11-10T00:00:00+01:00,2022-11-10T07:14:00+01:00,2022-11-10T07:49:00+01:00,2022-11-10T17:38:00+01:00,2022-11-10T17:03:00+01:00,36
2022-11-11T00:00:00+01:00,2022-11-11T07:15:00+01:00,2022-11-11T07:51:00+01:00,2022-11-11T17:37:00+01:00,2022-11-11T17:01:00+01:00,36
2022-11-12T00:00:00+01:00,2022-11-12T07:17:00+01:00,2022-11-12T07:53:00+01:00,2022-11-12T17:36:00+01:00,2022-11-12T17:00:00+01:00,36
2022-11-13T00:00:00+01:00,2022-11-13T07:19:00+01:00,2022-11-13T07:55:00+01:00,2022-11-13T17:35:00+01:00,2022-11-13T16:59:00+01:00,36
2022-11-14T00:00:00+01:00,2022-11-14T07:20:00+01:00,2022-11-14T07:56:00+01:00,2022-11-14T17:33:00+01:00,2022-11-14T16:57:00+01:00,36
2022-11-15T00:00:00+01:00,2022-11-15T07:22:00+01:00,2022-11-15T07:58:00+01:00,2022-11-15T17:32:00+01:00,2022-11-15T16:56:00+01:00,36
2022-11-16T00:00:00+01:00,2022-11-16T07:23:00+01:00,2022-11-16T08:00:00+01:00,2022-11-16T17:31:00+01:00,2022-11-16T16:55:00+01:00,36
